novel_review_id,raw_language_scope,title,description,proposed_tag_count,proposed_tags
nrv_805a17827510406a1f0d6a56,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",RECHAZADO POR DRÁCULA,"Madre Luna le asigna como Mate a Lucius para el rey de los Vampiros Drácula y éste lo rechaza causándole un gran dolor, no le interesa porque está enamorado de una hermosa vampira, conocerás al maldito, sádico, aterrador Rey que mata por placer, sus órdenes son la ley en todo el mundo, es tan poderoso que nada ni nadie puede matarlo, es tan cruel que el mismísimo Omnipotente debe bajar a luchar con Él",1,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna
nrv_8102ab6c41f0d853f757656c,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",极品医圣,"母亲被陷害，叶凌天成了豪门孽种，被家族嫌弃，更有许多人想让他永远的消失！
得到神医传承之后，叶凌天开始吊打一切！
不让从医，我偏要成医界泰斗！阻碍我经商，你的产业我也要吞并！",1,ct-v1-miracle-healer|miracle-healer|神医|神医
nrv_81fd69be2df858e2b2b2b9f0,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",诡校迷魂,"在一所高校里，流传着诡异的传说。万蕾在一夜之间精神失常，原因不明。万蕾成绩落后，沉默寡言却十分叛逆。经常遭到老师的辱骂，冷嘲热讽。而父母因工作忙碌从小便对她疏于管教，这使得家境不错的万蕾无心学习……
 在万蕾进入精神病院后，学校出现了一连串的诡异事件。先前与万蕾关系不好的师生们纷纷遭遇奇怪的意外，非死即伤，学校中人心惶惶，更有同学传言是万蕾下了诅咒，报复那些侮辱过她的老师和同学们……
 一连串如同“死神来了”般诡异的事件持续发生，警方也介入调查。
 青涩的早恋，师生背后邪恶的交易，和复杂的家庭故事，让这些诡异的案件变得更加扑朔迷离……而学校一切的诡异事件，逐渐暴露并失去掌控的校园内部纠葛，犯罪事件，竟发生在本该清净的校园……
单纯的学生时代，是否真正纯洁？初恋一定是美好的吗？也许这世上，有着太多阴暗角落，都曾覆盖着“美好”的面具，以示众人……",3,ct-v1-crime|crime|犯罪|犯罪 ;; ct-v1-campus|campus|校园|校园 ;; ct-v1-family|family|家庭|家庭
nrv_823a8aa67d7be25a563a66e1,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The girl who got on his nerves,"This ain't your typical, nerd falls for popular guy story or bad guy falls for the nerd or something like that, no.

Mila Bennett, 17-year-old, sassy, friendly, feisty and the vice-captain of the dance team. 

Well, everyone except Hayes Miller, bad-boy and the captain of the basketball team in Henry M. Gunn High School, one of the best public schools in California.

Rémy Miller, Hayes brother transfers to Henry M.Gunn high school. He's mesmerized by one girl, Mila. He wants no one but her. 

Hayes starts to catch feelings for the girl he never wanted, but the question is would Mila want a guy who has been a thorn in her flesh all these years?

Or a guy that has always been there for her and cared for her.

Which of the Miller brother's would it be? 

Hayes or Rémy?

",2,ct-v1-tragic-ending|tragic-ending|悲剧结局|be ;; ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_82ff8b2ec071cce29ecb3a08,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""14\""]"",[""string"",""韩语""]]",함께 잿더미를 딛고 일어서다,"나와 동생은 인적 드문 도로 위에 버려졌다. 나는 임신 8개월의 만삭이었고, 차는 타이어가 펑크 난 상태였다. 그 순간, 트럭 헤드라이트가 눈부신 빛으로 우리를 꿰뚫었다.

트럭은 우리를 피하려 하지 않았다.
오히려 우리를 정조준하고 있었다.

충돌은 거대한 파괴의 교향곡이었다.
끔찍한 고통이 임신한 배를 찢고 들어오는 순간, 나는 피와 공포로 잠긴 목소리로 남편, 강태준을 불렀다.

“태준 씨… 사고… 아기가… 아기가 이상해요.”

하지만 그의 목소리에서는 다급함이 느껴지지 않았다.
대신, 그의 의붓동생 유채린이 두통 때문에 칭얼거리는 소리가 들려왔다.

그리고 얼음장처럼 차가운 태준의 목소리가 이어졌다.

“유난 떨지 마. 고작 연석이나 들이받았겠지. 지금은 채린이가 더 중요해.”

그는 전화를 끊었다.
그는 나 대신, 처제 대신, 심지어 아직 태어나지 않은 자신의 아이 대신 그녀를 선택했다.

병원에서 눈을 떴을 때, 나는 두 가지 진실과 마주했다.
세계적인 피아니스트였던 내 동생은 두 번 다시 피아노를 칠 수 없게 되었다.
그리고 내가 8개월 동안 품었던 우리 아들, 그 아이는 사라졌다.

그들은 우리가 자신들의 완벽한 삶을 위한 부수적인 피해쯤으로 여겼다.

하지만 그들은 곧 알게 될 것이다.
우리가 바로 그들에게 닥칠 지옥이라는 것을.",1,ct-v1-horror|horror|恐怖|공포
nrv_83acdd7add0c01f2ccbe45bc,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",抄家後，寒門小丫鬟嬌養權臣相公,"生活在末世的柳巧兒，一朝穿越，五兩銀子被家人賣入縣令府上當丫鬟，原本只想過平靜安逸的生活。豈料縣太爺被抄家，她不但不能安逸還要養活縣令家的三個崽子。尤其是腹黑美豔的大公子陸雲錚，每天都想着造反，復仇。如此危險的生活，柳巧兒再垂涎他的美貌，也不想把小命弄丟。於是，一個逃，一個囚，柳巧兒被迫成了大公子的掛件。
柳巧兒逃累了，憤怒指着陸雲錚：「江山和我，你必須選一個。」
陸雲錚掐着柳巧兒的脖子，單膝跪地：「難道我的選擇還不夠明顯麼。」",2,ct-v1-apocalypse|apocalypse|末世|末世 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_83ce5d71a28ed1b59a082064,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""9\""]"",[""string"",""日语""]]",彼の隠し子、彼女の公衆の恥辱,"私の名前は道明寺愛奈。研修医として働きながら、幼い頃に生き別れた裕福な家族と、ようやく再会を果たした。私には愛情深い両親と、ハンサムで成功した婚約者がいる。安全で、愛されている。それは完璧で、そして脆い嘘だった。

その嘘が粉々に砕け散ったのは、ある火曜日のこと。婚約者の海斗が役員会議だと言っていたのに、実際は広大な屋敷で、ある女と一緒にいるのを見つけてしまったから。朝倉希良。五年前、私に罪を着せようとして精神を病んだと聞かされていた女。

落ちぶれた姿ではなかった。彼女は輝くような美しさで、海斗の腕の中で笑うレオという小さな男の子を抱いていた。

漏れ聞こえてきた会話。レオは二人の息子。私はただの「繋ぎ」。海斗が私の実家のコネを必要としなくなるまでの、都合のいい存在。そして、私の両親…道明寺家の人間も、すべてを知っていた。希良の贅沢な暮らしと、この秘密の家庭を、ずっと援助していたのだ。

私の現実のすべてが――愛情深い両親も、献身的な婚約者も、ようやく手に入れたはずの安心も――すべてが、巧妙に仕組まれた舞台装置だった。そして私は、主役を演じる愚かな道化に過ぎなかった。海斗が、本物の家族の隣に立ちながら私に送ってきた「会議、今終わった。疲れたよ。会いたいな。家で待ってて」という、あまりにも無神経な嘘のメッセージが、最後のとどめになった。

奴らは私を哀れだと思っていた。馬鹿だと思っていた。

その考えが、どれほど間違っていたか。もうすぐ、思い知ることになる。",1,ct-v1-family|family|家庭|家庭
nrv_840c866fae6f6fd395688102,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",Le Grimoire du Cristal Bleu,"Fatima, gardienne de la Bibliothèque des Quatre Clés à Murra Kish, n'aurait jamais imaginé trouver l'amour... et le danger parmi les étagères anciennes.
Un mystérieux étranger, Alfonso, débarque à la recherche d'un grimoire perdu. Ce qui n'était au départ que de la curiosité se mue en romance, mais aussi en suspicion : il cache un secret royal, et elle, à son insu, est l'héritière d'un joyau ancien convoité.
Quand la trahison menace, ils doivent décider si leur amour est assez fort pour survivre au mystère, à l'ambition et aux mensonges.",2,ct-v1-royalty|royalty|王室|royal ;; ct-v1-romance|romance|言情|romance
nrv_841e3a6e49c11f5bb6ab030b,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",L'Héritière Oubliée de Valois,"汽车: 好的, 我将扮演知乎短篇小说导语创作专家, 为给定的法语小说原文创作一篇符合要求的导语. 

核心要素回顾: 

   小说主题: 复仇, 身份逆转, 家族秘密, 背叛后的崛起. 

   主角: Chloé

   主要冲突: Adrien和Camille的公开羞辱和背叛 vs Chloé的冷静反击和真实身份揭露. 

   转折点: Bernard宣布Chloé是亲生女儿和唯一继承人, Adrien被剥夺继承权. 

   结局: Chloé成功复仇, 事业爱情双丰收, Adrien和Camille沦落街头. 

导语结构应用规划: 

   部分1-情境设定(Situation Setup)/正常开端(Normal Beginning): Chloé在瓦卢瓦酒庄的地位 (总经理, 主酿酒师, Adrien的妻子) , 以及她五年来的辛勤工作和取得的成就 (拯救酒庄, 创造新千年份酒, 众人赞誉) . 强调表面的成功和风光. 

   部分2-核心冲突(Core Conflict)/突发剧变(Sudden Dramatic Change): Adrien和Camille的突然出现, 公开揭露Camille怀孕, 并当众宣布Chloé的离婚和解雇. 这是对Chloé地位和尊严的毁灭性打击. 

   部分3-后果展现(Consequence Display)/情境恶化(Situation Worsening): 

       外部:  众人从赞誉转为嘲讽和蔑视, 指责Chloé是 ""暴发户"" ; Adrien和Camille的得意与羞辱 (扔钱, 言语攻击) . 保镖犹豫不决, 也侧面体现了Chloé权力的丧失. 

       内部:  Chloé的冷静是其内心强大和计划性的体现, 尽管面对羞辱, 但这种冷静本身就是一种反常. 

   部分4-不公感(Sense of Injustice)/困惑感(Confusion)/强烈情绪: Chloé的内心并未崩溃, 反而异常冷静, 甚至警告Adrien ""你不知道自己在做什么"" . 这种出人意料的冷静暗示着背后有更大的秘密和计划. 旁观者的不解和Chloé对他们的警告 ( ""你们会记住今晚"" ) . 

   部分5-故事启动点(Story Trigger)/转折(Turning Point, Plot Twist): Bernard和Hélène的到来, 以及随后的巨大揭露--Chloé是他们的亲生女儿和唯一合法继承人, Adrien是养子且被剥夺继承权. 这瞬间逆转了整个局面, 标志着Chloé的反击正式达到高潮. 

写作要点: 

   第一人称: 保持第一人称 ""Je"" . 

   法语本地化: 用词和表达符合法语文化习惯. 

   悬念和冲击力: 确保冲突和反转具有强烈冲击感. 

   节奏快: 句子不宜过长, 信息密度大. 

   字数控制: 约250词. 

好了, 开始创作. 

---",3,ct-v1-betrayal|betrayal|背叛|背叛 ;; ct-v1-heir|heir|继承人|继承人 ;; ct-v1-divorce|divorce|离婚|离婚
nrv_843be6575b12adf561c0a003,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]","Le Cadre du Mari, la Justice Féroce de l'Épouse","Mon mari, Alexandre Chevalier, était le procureur vedette de Lyon, l'homme qui m'avait sauvée d'un sombre passé. Du moins, c'est ce que je croyais.

Il était l'homme qui m'avait envoyée en prison, me faisant accuser d'un crime que je n'avais pas commis pour protéger son ex-petite amie, Catherine.

Mes trois années au centre pénitentiaire de Fleury-Mérogis n'ont été qu'un brouillard de béton et d'uniformes gris. La femme qui y est entrée, une graphiste à succès qui aimait son mari, y est morte. Quand j'ai enfin été libérée, je m'attendais à le voir, mais il a envoyé un assistant pour « purifier mes mauvaises ondes ».

Puis je les ai vus : Alexandre et Catherine, organisant une fête de « bienvenue » pour moi, la femme qu'ils avaient mise derrière les barreaux. Ils m'ont exhibée, m'ont forcée à boire du champagne jusqu'à ce que je saigne intérieurement à cause d'un ulcère perforé.

Alexandre, toujours le protecteur dévoué, s'est précipité aux côtés de Catherine, me laissant en sang sur le sol. Il a même falsifié mon rapport médical, attribuant mon état à l'alcool.

J'étais allongée dans ce lit d'hôpital, les derniers vestiges de l'espoir se flétrissant et mourant. Je ne pouvais pas pleurer. Le sentiment était trop profond pour les larmes. J'ai juste ri, d'un rire sauvage, désarticulé.

Je voulais le détruire. Pas la prison. Je voulais qu'il perde tout. Sa carrière. Sa réputation. Sa précieuse Catherine. Je voulais qu'il ressente ce que j'avais ressenti.",1,ct-v1-crime|crime|犯罪|crime
nrv_84c38a7820ed0e23d92f53b5,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",渣男和我领假证，我转身嫁他死对头,"结婚三年，苏南笙为陆时域掏心掏肺，得知自己竟是豪门秦家的小公主，她第一反应就要悄悄拿钱帮他的公司渡过难关，给他惊喜。
可谁知，却发现他们的结婚证是假的，而他真正的妻子，其实是他青梅竹马的“好哥们”。项轻轻从小和他好到穿一条裤子，即便结婚后他们也难舍难分。
她吵过闹过，陆时域却只一句轻轻就是男孩子性格罢了，就打发了她。
既然这样，呵！
苏南笙直接搬出别墅，回归秦家真千金，事业风生水起，还嫁他死对头。
再相见，知道真相的陆时域跪地悔过。
“南笙，我错了，求你回头看看我，我们才是夫妻。”
可她身边的男人却直接一把将苏南笙搂入怀中，把大红结婚证甩在他脸上。
“好好瞧瞧，到底谁和谁才是夫妻。”",2,ct-v1-childhood-sweethearts|childhood-sweethearts|青梅竹马|青梅竹马 ;; ct-v1-princess|princess|公主|公主
nrv_85442f2d836b951a42dddfce,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",一嫁倾国,"出逃公主的绝世爱情
一纸婚书改变了她的一生，她愤然离开，希望能找到属于自己的爱情，兜兜转转，一切仍旧回到最初。最爱的人伤她最深，原来最美的爱情就在不经意的时候。良辰美景却总是奈何天。
多少人，总是以朋友的名义爱着你；多少人，平凡守候着爱情；只愿，能在一朵花开的时间与你相遇，在最美的年华与你相爱，在最平淡的岁月里，与你相守。",1,ct-v1-princess|princess|公主|公主
nrv_85e7362ed02db13c0ad8ed44,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The U.M.I. Corp Connection,"Inspector Flaatphut is back, this time teaming up with Tiffany and a whole group of miscreants to track down a lethal drug, clones, and the world's most deadly assassin. And all because his mother came to visit.",1,ct-v1-assassin|assassin|刺客|assassin
nrv_8685449f65ac203814600bd5,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",農門悍妻俏狀元,"【悍妻 空間 種田】
現代特種兵夏雲溪意外穿越了，穿成了家徒四壁的農家女！
開局便是爹娘失蹤，兄妹四人要被發賣！
在這個年代，人就是貨物！她們是待宰的羔羊！
於是，身為特種兵的她，抬腳便開打，極品家人總上門找茬？來一次打一次，打一次不服那就多打幾次，看看究竟是你們骨頭硬，還是我拳頭硬。
夏家二姑娘靠打人出了名，十裡八鄉無人敢招惹！
後來，她又順手從土匪手裡救回來一個病弱秀才相公。
她笑看著小相公。
“喂，你抗揍嗎？”

PS：老書《流放後，王妃她在邊關種田養家 》有聲已上架",1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_86a6946e23dc13cc556d3bb3,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",BETWEEN TWO MAFIA KINGS ,"BLURB:

""Kidnapped, hunted, and desired she's the heiress everyone wants to claim.""

Zyra thought she was just a bartender, living a simple life with dreams of a future alongside her boyfriend. But one overheard secret, one careless step, plunges her into the deadly world of the mafia....a world ruled by power, betrayal, and blood. Kidnapped and trapped by Rafael, a man feared and respected by all, she must navigate a dangerous game of survival where every choice could cost her life.

Just when she thinks she might find safety, another shadow emerges: Cassian, a mafia lord claiming she was promised to him from birth. Secrets about her past, a family she never knew, and a life stolen from her come crashing down. Caught between two ruthless men...one obsessed with her, one demanding her submission.
Zyra must fight to uncover the truth, protect those she loves, and reclaim the empire that is rightfully hers.

In a world where love is dangerous, trust is deadly, and every heartbeat could be her last, Zyra will learn that surviving the mafia is only the beginning... and her choices could decide not just her fate, but the fate of an empire.

""Her heart is their battleground, and her life is the prize.""

",2,ct-v1-betrayal|betrayal|背叛|betrayal ;; ct-v1-family|family|家庭|family
nrv_86b66e4dfe81f02fdcf088ea,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Natalia’s High School Manual,"Welcome to Natalia’s high school manual!

        Yup, she’s just your average normie student. And nope, this is definitely not a fairytale. It’s not your typical girl meets boy and they fell in love with each other story, then all of the sudden, BOOM! A happy ending that will satisfy the whole humanity.

        Her story was a bit different, –nope. Scratch that. It was a disaster, to be exact. A roller coaster ride to the top. Witness how Natalia (without H) face her high school journey with the help of her manual, a set of rules that she invented for herself. Rules that will help her survive high school. Along with her family, friends, and even enemies, will she be able to follow all the rules on her manual, or not? Read and find out.",3,ct-v1-family|family|家庭|family ;; ct-v1-student|student|学生|student ;; ct-v1-tragic-ending|tragic-ending|悲剧结局|be
nrv_88f773bb4400ad52519e4cf8,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""16\""]"",[""string"",""德语""]]",Mondscheinwünsche: Der gewagte Vorschlag des CEO,"Als einfacher Assistent war es ein mutiger Schachzug, dem CEO mitten in der Nacht eine Nachricht zu schicken, um die Freigabe von Erotikfilmen anzufordern.

Es überrascht nicht, dass Bethany keine Filme erhielt. Der CEO antwortete jedoch, dass er zwar keine Filme zum Teilen habe, aber eine Live-Demonstration anbieten könne.

Nach einer Nacht voller Leidenschaft war Bethany sicher, dass sie ihren Job verlieren würde. Doch stattdessen schlug ihr Chef vor: „Heirate mich. Bitte denk darüber nach.“

„Herr Bates, Sie machen Witze, oder?“",1,ct-v1-chef|chef|厨师|Chef
nrv_8975df50ba909a0d69af270b,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Wishes Come True,"On Christmas people should be with their loved ones in the safety of their homes, but I don't have any loved ones, and I'm in the one place that I hate, where I swore never to come back, afraid that I'll get even more broken, and it seems that the more I try to get away, the more obstacles I encounter.
""I know a shop not very far from here, and they have the best mechanics in town. If you want, I could come with you and give you directions, I'm heading that way anyway, and for your kindness, I'll make your biggest wish come true,"" Said the old crazy Santa that jumped in front of my car out of nowhere.
""Can you teleport me from here? In another city, country, even on a deserted island? Anywhere but here?"" I know that it wasn't nice of me to be sarcastic, but he's the reason why I have to prolong my say here.
""No."" His short answer was said in an amused tone of voice, but I don't find anything funny right now.
""But that's just because that's not your biggest wish."" He states as a fact as if he's never been more sure of anything in his life. 
I bite my tongue and pray that I won't see the two people I used o love the most, and which now, I despise the most, the two people responsible for my nightmares and my broken being.",2,ct-v1-tragic-ending|tragic-ending|悲剧结局|be ;; ct-v1-happy-ending|happy-ending|圆满结局|he
nrv_8a14101f0879e3de0ed80e7d,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""9\""]"",[""string"",""日语""]]",電撃婚の溺愛～社長の隠れ妻は最強ボスでした。,"【正体バレ禁止+最強ボス+電撃結婚+後に愛する+逆転劇】

伊藤家が溺愛して育てた娘が偽物だと発覚！実の娘は山奥で二十年間、辛酸をなめて育っていた。

本物の令嬢が帰ってきたが、そこには家族の温もりはなく、冷たい視線と猜疑心だけが待ち受けていた。

伊藤家の両親:「お前には私たちの血が流れているが、伊藤家のお嬢様という座にふさわしいのは、遥香だけだ」 実の兄:「俺の妹は遥香だけだ。田舎者は失せろ!」

偽の令嬢・伊藤遥香:「お姉さん、高橋家との縁談、私に譲ってくれても構わないでしょう?」

最強カリスマ・本物のお嬢様・伊藤麻衣は、無関心に吐き捨てる。「既に籍は入れた。関わるな」

高橋グループの御曹司・宗一郎は、電撃結婚した妻が「無能なヒヨコ」だと思い込んでいた。期限が来たら、さっさと離婚届を提出するつもりだった。

ある日、部下が衝撃の調査報告書を差し出した。

ゴッドハンドの神医は彼女、地下格闘技のチャンピオンは彼女、国際ハッカーランキング1位は彼女、トップレーサーは彼女、ずっと協力したいと思っていた研究所のAIの権威は彼女、港区の第一家族の唯一の跡継ぎは彼女、妹が熱狂する人気漫画家も、彼の不眠症を癒す唯一の朗読ボイスも――すべて、あの女の正体だった！

雨の夜、窓ガラスが湯気に曇る中、彼女は窓辺に押し付けられていた。

男は彼女の細く白い手首を掴み、漆黒の瞳で彼女を見つめた。「お前は、俺が知らない正体を一体いくつ持っているんだ?」

麻衣は逆に男の襟を掴み、無関心な仮面を剥ぎ取って邪悪に微笑んだ。「契約は明日切れる。離婚届、忘れずに出しなさいよ」

宗一郎：「……」

(離婚など、させると思っているのか？)",1,ct-v1-miracle-healer|miracle-healer|神医|神医
nrv_8a4c7ed39e70573b97f50850,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",震驚！我在女尊世界打男拳,葉寒重生到女尊男卑的修真世界，開局就被荒天王朝大師姐荒天怡對和他有媒妁之約的林曉月悔婚並定下三年之約，不料卻意外覺醒真男人系統。,2,ct-v1-rebirth|rebirth|重生|重生 ;; ct-v1-xianxia|xianxia|仙侠修真|修真
nrv_8adba95064112208a1dfb38a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Valley of the Moon,"A road novel fifty years before Kerouac, The Valley of the Moon traces the odyssey of Billy and Saxon Roberts from the labor strife of Oakland at the turn of the century through Central and Northern California in search of land they can farm independently—a journey that echoes Jack London's own escape from urban poverty. As London lost hope in the prospects of the socialist party and organized labor, he began researching a scientific and environmentally sound approach to farming. In his novel, it is Saxon, London's most fully realized heroine, who embodies these concerns. The Valley of the Moon is London's paean to his second wife Charmian and to the pastoral life and his ranch in Glen Ellen, the Valley of the Moon.",2,ct-v1-urban-setting|urban-setting|都市背景|urban ;; ct-v1-happy-ending|happy-ending|圆满结局|he
nrv_8bbaf0d0056b82131a0163e4,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Billionaire's Hidden Desires ,"Not every love story is a fairytale journey. Specially when Destiny has its plan to play a game to see how much could you go through, for being with your lover forever.

Christian Grayson, 25 years old, handsome hunk having attractive personality. He is a just like a charming prince any girl would love to easily fall for. But his hidden dark secrets are something that no one is aware of except one person, Samson Matthews. The person Christian hates from the bottom of his heart. 

Samson Matthews, 27 years old CEO, the hottest billionaire and the most eligible bachelor in town. His consistent hardwork and firm determination made him to reached the zenith of success. He came back in Christian's life as his boss after being disappeared from Christian's life suddenly when he needed him the most.

Will Christian accept him as his Boss or quit from the job? 

What would Samson do when he came to know that Christian needs a huge amount of money but for his wife, Bella? Will he help him through this process? 

Why Samson came back in his life after so many years? Is his sudden appearance in Christian's life to take some revenge or is there any dark secret waiting for you all ? 

Join their twisted love story and get ready to enjoy the roller coaster ride of their love journey. 

From being enemy to lovers, destiny played a beautiful cupid game with them but only to make their journey difficult, only to see their intensity of love. 

Follow me on Insta "" author_anjali"" to stay connected with the latest updates of my stories. ",3,ct-v1-revenge|revenge|复仇|revenge ;; ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO ;; ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_8de3a256d4fa5294b5c8bcbd,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Embrace the light,"""Walt..."" I looked at him, my hand trailed his chest. I was biting my lip, I need him. It felt like I need him to make me forget. It felt like a familiar thing to do. But I still wasn't sure that he wanted us to happen the way it was intended to. 

But then he cupped my jaw and kissed me. His lips touched mine, his facial hair tickled my face softly. I was opening my lips, as his thumb stroked my cheek. 

""You need to stop me, Flo, we shouldn't be doing this."" He whispered hoarsely in my ear.

*****

Supernatural steamy romance series:
1. Embrace the dark
2. Embrace the light
3. Mated to the dark lord
4. Fallen for the king 


******

Flo was abused and misused by her parents because of her ability to see the future and see the dead. 

Until one day she runs away and finds herself in Walter's protection. 

She had all the right feelings for him, but he kept pushing her away until she finally left. Then he realized that he needed her more than he knew. 

*****

Walter had been let down by the universe over and over again. He had to rebuild himself from his lowest moments several times already. 

He was trying to be strong, and he was finally happy for the first time in his life, only to be fucked up majorly as fate decided to take his wife's life before their first anniversary. 

He was rebuilding the tallest wall he had ever made, but Flo slowly tearing it apart and making him doubt himself.

*****

Will he finally have a happy ending, or will fate screw him again?

*Rated for 18+ due to strong, explicit language and sexual content*",3,ct-v1-supernatural|supernatural|灵异|Supernatural ;; ct-v1-romance|romance|言情|romance ;; ct-v1-happy-ending|happy-ending|圆满结局|he
nrv_8efd2de8376c4e0365b7184b,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Extraordinary Oliver Smith ,"At the age of 18, Oliver was already a secret Billionaire. He chose to keep his identity a secret so he could exact his revenge on his wife's family who hated him for being immature, naive, and worst of all, for getting their daughter at a very young age.
But at the same time, the family he is up against consists of billionaires and influential members!
How will Oliver defeat them when he is just 18 years of age? Will he watch them destroy him or will he prove to be Extraordinary at just 18th years of age?

This is a story you can't afford to miss!",3,ct-v1-family|family|家庭|family ;; ct-v1-revenge|revenge|复仇|revenge ;; ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_8f6b114b5eb60107130066ce,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",La reine libérée,"Il suffit d'une seconde pour que le monde d'une personne s'écroule. Ce fut le cas pour Hannah. Pendant quatre ans, elle a donné tout son amour à son mari, mais un jour, il lui dit froidement : « Divorçons. »

Hannah réalisa que tous ses efforts des années passées étaient inutiles. Son mari ne s'était jamais réellement soucié d'elle.

Alors qu'elle assimilait encore le choc, sa voix indifférente continua :

« Arrête de faire semblant d'être surprise. Je n'ai jamais dit que je t'aimais. Mon cœur a toujours appartenu à Eliana. Je t'ai épousée seulement pour calmer mes parents. Tu étais naïve de croire autrement. »

Le cœur d'Hannah se brisa en mille morceaux tandis qu'elle signait les papiers du divorce, marquant ainsi la fin de son règne en tant qu'épouse dévouée. La femme forte qui était en elle se manifesta alors rapidement.

À ce moment-là, elle jura de ne plus jamais dépendre d'un homme.

Son aura était extraordinaire lorsqu'elle entreprit un voyage pour se retrouver et maîtriser son propre destin.

À son retour, elle avait tellement mûri et était complètement différente de l'épouse docile que tout le monde connaissait autrefois.

« Que fais-tu ici, Hannah ? Est-ce ta ruse pour attirer mon attention ? », demanda son arrogant ex-mari.

Avant même qu'elle puisse répliquer, un PDG autoritaire apparu de nulle part et la prit dans ses bras.

Il lui sourit et dit avec audace : « Juste pour te prévenir, Monsieur. C'est ma femme bien-aimée. Éloigne-toi d'elle ! »",1,ct-v1-divorce|divorce|离婚|divorce
nrv_8f88994055da4d406d8e96a6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",When Pity Dies: Her Sweet Revenge,"The harsh clang of the school bell ripped me from a nightmare.

One moment, I was bleeding out on the cold community center floor, choked by smoke and gasoline, watching the Outlaws murder my family.

The next, I was back in my high school classroom, the familiar scent of chalk and disinfectant filling the air, alive and untouched.

My heart hammered-not with teenaged excitement, but with the primal terror of a ghost, knowing this was it: the day it all began.

Brittany Hayes, perfect blonde hair and a weaponized smile, stood at the front, pushing her dad' s ""Life Path AI"" onto our entire class for free.

Liam Carter, the class golden boy, nodded eagerly beside her, his handsome face alight with ambition, calling it ""foolproof.""

A wave of excited chatter filled the room: the exact siren song that had led to ruin in my last life.

I remembered standing up then, my voice trembling but determined, warning them about the AI' s flaws, its bias towards corporate partners.

They' d laughed, calling me jealous, a conspiracy theorist, just because my family ran a charity center.

They ostracized me, humiliated me, and then Brittany' s father' s media machine discredited my family, painting us as backward fools.

Then the Outlaws came, paid to send a message, and they destroyed everything: my parents, my little sister Lily, and me.

The memory burned, a raw, open wound in my soul.

This time, I didn't stand up.

I leaned back, a mask of calm indifference, an empty smile for Liam who glanced my way in surprise.

Let them walk into the fire.

This time, I would be the one holding the gasoline.",2,ct-v1-family|family|家庭|family ;; ct-v1-tragic-ending|tragic-ending|悲剧结局|be
